id_employee;age;nombre_experiences_precedentes;annees_dans_l_entreprise;satisfaction_employee_environnement;satisfaction_employee_nature_travail;satisfaction_employee_equipe;satisfaction_employee_equilibre_pro_perso;note_evaluation_actuelle;augementation_salaire_precedente;a_quitte_l_entreprise;nombre_participation_pee;nb_formations_suivies;nombre_employee_sous_responsabilite;distance_domicile_travail;niveau_education;annees_depuis_la_derniere_promotion;genre_M;statut_marital_Divorcé(e);statut_marital_Marié(e);departement_Consulting;departement_Ressources Humaines;poste_Consultant;poste_Directeur Technique;poste_Manager;poste_Représentant Commercial;poste_Senior Manager;poste_Tech Lead;domaine_etude_Entrepreunariat;domaine_etude_Infra & Cloud;domaine_etude_Marketing;domaine_etude_Ressources Humaines;domaine_etude_Transformation Digitale;frequence_deplacement_Frequent;ratio_surcharge_anciennete;satisfaction_globale_moyenne;delta_evaluation;tension_salaire
1615;34;1;9;3;4;1;3;3;0.13;0;1;3;1;10;4;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.75;-1;0.0003597883597883598
1617;49;1;9;3;1;4;2;3;0.14;0;1;3;1;25;4;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00049813200498132
1618;39;2;7;2;1;4;3;3;0.13;0;3;3;1;10;5;7;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0;0.0003161026403867609
1619;27;1;7;4;1;1;3;3;0.11;0;2;3;1;19;3;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;1;0.0004671748217359233
1621;35;1;16;2;1;4;3;3;0.11;0;0;2;1;18;5;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;-1;0.00036475331157611825
1622;28;0;5;2;1;2;2;4;0.21;0;1;5;1;27;3;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.75;3;0.00038950389503895037
1623;21;1;2;3;4;3;3;3;0.18;0;0;2;1;5;1;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.00038486209108402826
1624;18;1;0;2;4;3;4;3;0.12;1;0;2;1;3;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.25;0;0.0011464968152866243
1625;47;3;5;4;3;3;3;3;0.11;0;1;2;1;26;4;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;9.664784577038507e-05
1627;39;0;10;3;3;4;3;3;0.15;0;1;3;1;3;2;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;1;0.000488599348534202
1628;40;1;18;1;3;4;3;3;0.13;0;2;2;1;15;3;14;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0001628976619394404
1630;35;1;14;3;3;4;3;3;0.12;0;1;5;1;8;4;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.00043383947939262476
1631;37;3;4;3;3;1;2;3;0.17;0;3;2;1;19;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0002253423470272144
1633;39;0;9;1;3;4;1;3;0.13;0;0;2;1;4;3;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.25;0;0.0003371009319849296
1635;45;1;10;4;4;1;3;3;0.19;0;2;3;1;2;2;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1;0.00019060821348119912
1638;38;3;5;4;3;4;4;3;0.19;0;1;6;1;2;2;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;3.75;1;0.00014180739976795155
1639;35;9;13;4;1;3;3;3;0.17;1;0;3;1;10;3;6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.0001261278742602115
1640;37;1;8;2;2;1;1;3;0.11;0;1;2;1;10;3;7;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.5;0;0.0004826009652019304
1641;40;6;4;3;4;4;2;3;0.15;0;0;2;1;16;3;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2;3.25;0;0.0001887742260256733
1642;44;4;10;1;4;3;3;3;0.11;0;0;3;1;1;5;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.09090909090909091;2.75;0;0.0003307799442896936
1644;48;2;2;3;4;2;3;4;0.25;0;1;3;1;4;5;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;2;9.866473722291653e-05
1645;35;6;2;1;4;4;2;3;0.14;1;2;2;1;15;2;2;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;2.75;2;0.0002940635912516081
1646;24;1;6;1;4;3;3;3;0.13;0;0;2;1;2;1;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.14285714285714285;2.75;0;0.00045200744482850306
1647;27;7;3;2;3;1;3;3;0.17;0;0;0;1;8;3;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;-1;0.00036952814098919833
1648;27;2;4;4;4;3;2;3;0.13;0;0;0;1;2;3;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.25;0;0.0006586594343277799
1649;40;3;4;1;1;2;1;3;0.14;1;0;3;1;7;3;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2;1.25;0;0.0007383479464697738
1650;29;9;5;3;3;3;3;3;0.11;0;0;2;1;10;3;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1;0.0003236797274275979
1651;36;4;3;2;1;3;3;3;0.12;0;2;6;1;5;4;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0002247471594456237
1653;25;1;7;4;3;3;3;3;0.17;0;2;6;1;2;1;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.25;-1;0.00024966391396197426
1654;39;4;5;4;2;3;3;4;0.21;0;0;3;1;12;3;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1;0.0003587613293051359
1655;49;3;4;1;2;2;3;3;0.16;0;2;2;1;22;4;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;8.529304252467405e-05
1656;50;5;14;4;1;3;3;3;0.15;0;3;3;1;17;5;1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.00011303692539562925
1657;20;1;2;3;3;1;3;3;0.19;0;0;3;1;2;3;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0;0.0003951149425287357
1658;34;1;11;4;2;3;3;3;0.12;0;1;2;1;3;3;7;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0003312476996687523
1659;36;2;4;1;2;3;3;3;0.11;0;0;4;1;7;3;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0009433962264150943
1661;49;2;15;3;3;2;3;3;0.19;0;1;3;1;6;1;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0625;2.75;1;7.875707023698718e-05
1662;36;0;3;4;3;3;3;3;0.15;0;0;6;1;1;4;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;1;0.00034285714285714285
1664;36;6;5;4;1;1;3;4;0.2;0;1;3;1;3;2;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.00029226947245360223
1665;54;3;10;2;3;3;3;4;0.25;0;1;6;1;22;5;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;8.607333448097779e-05
1666;43;1;14;3;3;1;3;4;0.24;0;1;3;1;15;2;6;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;2;9.088843444671665e-05
1667;35;3;11;4;4;1;4;4;0.24;1;0;2;1;12;4;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.08333333333333333;3.25;1;0.00034919249236141424
1668;38;7;13;4;4;4;4;3;0.15;0;2;4;1;1;3;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0;0;0.000316722972972973
1669;29;1;10;1;2;2;2;3;0.13;0;1;3;1;5;3;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.09090909090909091;1.75;1;0.0004059216809933142
1670;33;1;6;4;4;3;3;3;0.14;0;2;5;1;2;4;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;0;0.00029059208136578276
1671;32;0;9;4;2;3;2;3;0.13;0;2;4;1;2;3;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0003107292999451654
1673;31;1;10;1;4;1;3;3;0.11;0;2;2;1;5;4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.00034690524009494246
1674;49;4;2;4;1;2;2;3;0.16;0;1;2;1;16;3;2;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;2.25;0;0.0005409582689335394
1675;38;1;4;4;2;2;3;4;0.22;0;0;3;1;2;3;3;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.75;2;0.0007374027038099138
1676;47;6;3;2;2;3;3;3;0.14;0;3;2;1;2;4;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;-1;0.00010016903524697927
1677;49;4;8;3;3;1;3;3;0.14;0;0;2;1;1;3;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00010403120936280884
1678;41;3;2;4;3;4;3;3;0.16;0;0;2;1;23;2;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.5;0;0.0001976563602993082
1680;20;1;2;4;1;1;3;3;0.11;0;0;3;1;9;1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0006962257237083181
1681;33;1;6;3;4;3;3;4;0.25;0;1;2;1;16;3;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.14285714285714285;3.25;1;0.0002793816353138387
1682;36;6;3;1;3;2;2;3;0.14;0;2;2;1;26;4;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.00029917726252804783
1683;44;4;2;3;4;1;3;3;0.18;0;3;2;1;1;3;2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;2.75;0;0.0003754693366708386
1684;23;1;5;4;3;1;3;3;0.11;1;0;2;1;8;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;2.75;1;0.0004761904761904762
1687;38;7;0;4;3;4;2;3;0.19;0;1;5;1;4;2;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0003326277592984578
1689;53;3;4;2;4;3;3;3;0.15;0;0;2;1;24;4;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;-1;0.00021410219811590067
1691;48;2;9;4;3;3;3;3;0.11;1;2;3;1;7;2;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.1;3.25;0;0.0007153614457831325
1692;32;1;1;4;2;1;3;3;0.12;1;0;2;1;2;4;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.001291248206599713
1693;26;1;7;4;4;3;3;4;0.2;0;0;5;1;7;3;5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;1;0.0007779074290159471
1694;55;5;4;1;2;4;3;3;0.12;0;1;1;1;22;3;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;1;0.0005087620124364047
1696;34;1;15;2;4;3;4;3;0.14;0;1;3;1;5;2;4;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;1;0.000401304238776022
1697;60;3;1;3;4;3;4;4;0.2;0;1;2;1;1;4;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;3;0.00018375597206909226
1698;33;1;14;2;2;4;3;3;0.18;0;3;6;1;21;3;2;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;-1;0.0005914243469689503
1700;37;1;6;3;4;3;2;3;0.14;0;2;2;1;1;4;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;2;0.0001679613688851564
1701;34;1;10;2;4;2;3;3;0.12;0;0;3;1;19;3;8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0006143344709897611
1702;23;1;3;3;4;2;3;4;0.21;1;1;2;1;7;3;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.25;3.0;1;0.0008347978910369068
1703;44;1;8;3;4;2;3;3;0.19;0;1;2;1;2;3;6;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1111111111111111;3.0;-1;0.00013959390862944163
1704;35;0;5;1;4;3;4;3;0.14;0;0;2;1;2;4;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.16666666666666666;3.0;1;0.0003244777935510038
1706;43;1;10;4;4;1;3;3;0.17;0;1;3;1;2;3;8;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.09090909090909091;3.0;0;0.00016564729867482158
1707;24;1;5;3;3;4;3;3;0.16;0;1;1;1;9;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;-1;0.0003180372557928214
1708;41;1;10;4;3;2;3;3;0.12;0;0;3;1;6;3;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0;0.00019476303830339754
1709;29;9;5;4;3;3;3;3;0.17;0;1;2;1;9;4;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0004369747899159663
1710;36;3;13;3;4;3;2;3;0.15;0;0;2;1;2;4;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.00033311125916055963
1712;45;3;23;3;3;4;2;4;0.23;0;1;3;1;1;1;14;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2;0.00015815424690668897
1714;24;1;1;4;3;3;3;3;0.11;1;1;2;1;22;1;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.25;2;0.0012210796915167095
1716;47;7;23;3;3;3;1;3;0.11;1;0;3;1;9;3;14;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.5;2;0.00014686557934606167
1718;26;1;3;4;3;3;4;3;0.15;0;3;3;1;17;4;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;2;0.0006504770164787511
1719;45;1;21;4;2;3;3;3;0.11;0;0;2;1;28;2;8;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1;0.00011373840167614486
1720;32;6;5;1;3;1;2;3;0.13;0;1;3;1;10;3;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.75;0;0.0004950495049504951
1721;31;1;5;2;3;4;4;3;0.14;0;1;2;1;2;4;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.000460034502587694
1722;41;6;3;3;2;2;3;3;0.19;0;1;4;1;4;3;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.5;2;0.0001710464935468823
1724;40;2;1;2;1;2;3;3;0.16;0;1;3;1;8;2;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.0;0;0.00021482277121374864
1725;24;1;6;2;1;2;4;3;0.13;0;3;2;1;29;1;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;0;0.00043500511770726714
1727;46;6;10;3;2;4;3;3;0.14;0;0;3;1;13;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.00028761459644076933
1728;35;2;7;4;3;2;3;3;0.16;0;1;3;1;27;4;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.00020337013364323068
1729;30;1;10;2;4;2;2;3;0.12;0;1;2;1;16;1;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.000628711142158575
1731;47;7;1;3;2;4;1;3;0.11;0;1;3;1;2;4;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;0;0.00038160273147218315
1732;46;4;10;3;4;2;2;3;0.12;0;1;5;1;2;3;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.09090909090909091;2.75;0;0.00017359436782717717
1733;36;5;2;2;1;2;3;3;0.13;1;3;3;1;13;5;2;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;2.0;1;0.0002770986145069275
1734;32;6;0;1;2;2;3;3;0.15;1;0;2;1;1;2;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2;0.00022268408551068885
1735;23;1;3;3;2;3;1;3;0.13;0;0;3;1;4;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;0;0.0005157766990291262
1736;31;2;5;4;4;4;2;4;0.2;0;0;3;1;24;1;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.5;1;0.0003817522427944264
1737;39;1;9;4;4;4;3;3;0.15;0;1;2;1;1;3;5;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1;3.75;0;0.00023173180905298934
1739;32;3;4;4;3;3;1;3;0.13;0;1;2;1;19;3;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;2;0.0001768806575798564
1740;40;1;21;2;2;2;2;3;0.14;0;0;3;1;7;4;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0;8.066955732580417e-05
1744;45;4;5;3;3;3;4;4;0.21;0;2;2;1;4;3;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;3;0.00019473198729117556
1745;30;0;9;4;1;4;3;3;0.16;0;0;2;1;2;4;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1;0.00028174683034815854
1746;24;0;2;1;4;4;3;3;0.14;0;1;2;1;10;3;2;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0;0.0007455731593662627
1747;30;6;4;3;4;3;2;3;0.11;1;1;0;1;8;3;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;1;0.0008711600183402109
1749;31;1;5;1;3;3;3;3;0.19;0;1;3;1;5;3;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00013178387444590873
1751;27;1;6;3;4;3;2;3;0.11;0;0;5;1;8;3;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.0005513639001741149
1752;29;1;2;2;2;3;3;3;0.13;1;0;3;1;9;3;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;2;0.0006157189424121695
1753;29;8;3;4;3;4;4;3;0.12;0;0;5;1;1;3;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.25;3.75;-1;0.00028594122319301036
1754;30;2;7;3;1;1;3;3;0.11;0;1;2;1;15;2;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1;0.0002660691779862764
1755;34;0;5;4;4;1;3;3;0.14;0;3;3;1;2;4;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;3.0;-1;0.0005455165359699966
